name,roll_no,branch,year
Vihaan Chopra,MECH3092,MECH,3
Yash Sinha,MECH3093,MECH,3
Janaki Nair,MECH3094,MECH,3
Chaitra Agarwal,MECH3095,MECH,3
Rahul Basu,MECH3096,MECH,3
Bharat Kapoor,MECH3097,MECH,3
Dev Kulkarni,MECH3098,MECH,3
Naina Dutta,MECH3099,MECH,3
Arjun Singh,MECH3100,MECH,3
Kunal Agarwal,CSD3001,CSD,3
Kavya Gupta,CSD3002,CSD,3
Vihaan Nambiar,CSD3003,CSD,3
Vikram Sinha,CSD3004,CSD,3
Heena Srivastava,CSD3005,CSD,3
Vani Uttam,CSD3006,CSD,3
Manav Gandhi,CSD3007,CSD,3
Pranav Chakraborty,CSD3008,CSD,3
Akash Singh,CSD3009,CSD,3
Prithvi Hegde,CSD3010,CSD,3
Kunal Nair,CSD3011,CSD,3
Neel Nair,CSD3012,CSD,3
Kunal Rastogi,CSD3013,CSD,3
Aruna Yadav,CSD3014,CSD,3
Sanya Saxena,CSD3015,CSD,3
Chaitra Verma,CSD3016,CSD,3
Jai Uttam,CSD3017,CSD,3
Usha Rao,CSD3018,CSD,3
Varun Naidu,CSD3019,CSD,3
Avni Srivastava,CSD3020,CSD,3
Zubin Iyer,CSD3021,CSD,3
Saanvi Sridhar,CSD3022,CSD,3
Ishan Hiremath,CSD3023,CSD,3
Gautam Devaraj,CSD3024,CSD,3
Gopal Joshi,CSD3025,CSD,3
Arnav Agarwal,CSD3026,CSD,3
Anika Qureshi,CSD3027,CSD,3
Rohan Agarwal,CSD3028,CSD,3
Veda Rastogi,CSD3029,CSD,3
Harsha Kulkarni,CSD3030,CSD,3
Janaki Fernandes,CSD3031,CSD,3
Karan Xavier,CSD3032,CSD,3
Ananya Acharya,CSD3033,CSD,3
Usha Gopalakrishnan,CSD3034,CSD,3
Usha Verma,CSD3035,CSD,3
Diya Thakur,CSD3036,CSD,3
Vineet Sinha,CSD3037,CSD,3
Amaya Uttam,CSD3038,CSD,3
Irfan Reddy,CSD3039,CSD,3
Vani Karnik,CSD3040,CSD,3
Aditi Pillai,CSD3041,CSD,3
Usha Wagh,CSD3042,CSD,3
Om Sridhar,CSD3043,CSD,3
Mira Ojha,CSD3044,CSD,3
Zoya Uttam,CSD3045,CSD,3
Qadir Verma,CSD3046,CSD,3
Arnav Jain,CSD3047,CSD,3
Ananya Iyengar,CSD3048,CSD,3
Nandini Kashyap,CSD3049,CSD,3
Bharat Hegde,CSD3050,CSD,3
Avni Nambiar,CSD3051,CSD,3
Riya Varghese,CSD3052,CSD,3
Mehul Lal,CSD3053,CSD,3
Ira Hegde,CSD3054,CSD,3
Mira Hiremath,CSD3055,CSD,3
Darsh Uttam,CSD3056,CSD,3
Deepak Nair,CSD3057,CSD,3
Nisha Saxena,CSD3058,CSD,3
Vihaan Shah,CSD3059,CSD,3
Ishan Srivastava,CSD3060,CSD,3
Gopal Naidu,CSD3061,CSD,3
Chaitra Wagh,CSD3062,CSD,3
Anish Pillai,CSD3063,CSD,3
Sahil Qureshi,CSD3064,CSD,3
Tanvi Nair,CSD3065,CSD,3
Sneha Gupta,CSD3066,CSD,3
Ishita Kulkarni,CSD3067,CSD,3
Anika Lal,CSD3068,CSD,3
Ananya Reddy,CSD3069,CSD,3
Usha Xavier,CSD3070,CSD,3
Nandini Shah,CSD3071,CSD,3
Karan Joshi,CSD3072,CSD,3
Anish Sharma,CSD3073,CSD,3
Varun Verma,CSD3074,CSD,3
Prithvi Patel,CSD3075,CSD,3
Latha Mehta,CSD3076,CSD,3
Isha Iyengar,CSD3077,CSD,3
Rahul Uttam,CSD3078,CSD,3
Zoya Bhatt,CSD3079,CSD,3
Naveen Karnik,CSD3080,CSD,3
Zubin Chopra,CSD3081,CSD,3
Latha Varghese,CSD3082,CSD,3
Sneha Acharya,CSD3083,CSD,3
Janaki Zaveri,CSD3084,CSD,3
Sanya Chakraborty,CSD3085,CSD,3
Divya Yadav,CSD3086,CSD,3
Anika Kashyap,CSD3087,CSD,3
Saanvi Karnik,CSD3088,CSD,3
Pranav Khan,CSD3089,CSD,3
Komal Thakur,CSD3090,CSD,3
Aarav Chopra,CSD3091,CSD,3
Irfan Ojha,CSD3092,CSD,3
Bharat Singh,CSD3093,CSD,3
Bhavya Qadir,CSD3094,CSD,3
Zara Saxena,CSD3095,CSD,3
Ira Acharya,CSD3096,CSD,3
Riya Qadir,CSD3097,CSD,3
Ishaan Qadir,CSD3098,CSD,3
Tushar Pillai,CSD3099,CSD,3
Charan Kulkarni,CSD3100,CSD,3
Pavan Gandhi,CSE4001,CSE,4
Mehul Sinha,CSE4002,CSE,4
Lakshya Gandhi,CSE4003,CSE,4
Aarav Devaraj,CSE4004,CSE,4
Jaya Hiremath,CSE4005,CSE,4
Gauri Agarwal,CSE4006,CSE,4
Dhruv Hiremath,CSE4007,CSE,4
Uday Dutta,CSE4008,CSE,4
Bhavin Joshi,CSE4009,CSE,4
Pooja Nambiar,CSE4010,CSE,4
Aditi Gupta,CSE4011,CSE,4
Ishita Shetty,CSE4012,CSE,4
Tara Yadav,CSE4013,CSE,4
Avni Bose,CSE4014,CSE,4
Zeenat Hiremath,CSE4015,CSE,4
Anish Bhatt,CSE4016,CSE,4
Kunal Sridhar,CSE4017,CSE,4
Latha Khan,CSE4018,CSE,4
Darsh Gopalakrishnan,CSE4019,CSE,4
Tanvi Malhotra,CSE4020,CSE,4
Lakshya Agarwal,CSE4021,CSE,4
Pari Verma,CSE4022,CSE,4
Kunal Khan,CSE4023,CSE,4
Pooja Sen,CSE4024,CSE,4
Ritul Sen,CSE4025,CSE,4
Tara Desai,CSE4026,CSE,4
Deepak Dutta,CSE4027,CSE,4
Divya Desai,CSE4028,CSE,4
Nikhil Yadav,CSE4029,CSE,4
Rakesh Yadav,CSE4030,CSE,4
Gautam Reddy,CSE4031,CSE,4
Nisha Kashyap,CSE4032,CSE,4
Yug Jain,CSE4033,CSE,4
Nandini Malhotra,CSE4034,CSE,4
Neel Chopra,CSE4035,CSE,4
Komal Sharma,CSE4036,CSE,4
Rudra Saxena,CSE4037,CSE,4
Aarav Verma,CSE4038,CSE,4
Qadir Dixit,CSE4039,CSE,4
Tanvi Wagh,CSE4040,CSE,4
Vani Ghosh,CSE4041,CSE,4
Ishan Reddy,CSE4042,CSE,4
Sahil Nambiar,CSE4043,CSE,4
Vikram Singh,CSE4044,CSE,4
Aisha Malhotra,CSE4045,CSE,4
Arnav Shetty,CSE4046,CSE,4
Komal Chakraborty,CSE4047,CSE,4
Dhruv Gopalakrishnan,CSE4048,CSE,4
Gautam Shetty,CSE4049,CSE,4
Dev Venkatesh,CSE4050,CSE,4
Aarav Ojha,CSE4051,CSE,4
Sahil Iyengar,CSE4052,CSE,4
Ira Upadhyay,CSE4053,CSE,4
Bhavya Mehta,CSE4054,CSE,4
Uday Menon,CSE4055,CSE,4
Naveen Kashyap,CSE4056,CSE,4
Gauri Desai,CSE4057,CSE,4
Yash Upadhyay,CSE4058,CSE,4
Avni Wagh,CSE4059,CSE,4
Kiara Eapen,CSE4060,CSE,4
Gopal Devaraj,CSE4061,CSE,4
Aisha Shah,CSE4062,CSE,4
Shaurya Kulkarni,CSE4063,CSE,4
Rudra Srivastava,CSE4064,CSE,4
Nisha Eapen,CSE4065,CSE,4
Krishna Mehta,CSE4066,CSE,4
Pranav Sridhar,CSE4067,CSE,4
Isha Kashyap,CSE4068,CSE,4
Zara Sen,CSE4069,CSE,4
Bharat Kulkarni,CSE4070,CSE,4
Avni Khan,CSE4071,CSE,4
Harsha Pandey,CSE4072,CSE,4
Veda Ghosh,CSE4073,CSE,4
Pavan Verma,CSE4074,CSE,4
Yug Nair,CSE4075,CSE,4
Chaitra Gandhi,CSE4076,CSE,4
Kunal Xavier,CSE4077,CSE,4
Zara Eapen,CSE4078,CSE,4
Saanvi Fernandes,CSE4079,CSE,4
Ritul Joshi,CSE4080,CSE,4
Darsh Ojha,CSE4081,CSE,4
Karan Chandra,CSE4082,CSE,4
Aisha Gandhi,CSE4083,CSE,4
Ishaan Yadav,CSE4084,CSE,4
Ananya Sharma,CSE4085,CSE,4
Rahul Jain,CSE4086,CSE,4
Anish Venkatesh,CSE4087,CSE,4
Ira Thakur,CSE4088,CSE,4
Aarav Thakur,CSE4089,CSE,4
Nandini Joshi,CSE4090,CSE,4
Gauri Iyengar,CSE4091,CSE,4
Zubin Yadav,CSE4092,CSE,4
Amaya Basu,CSE4093,CSE,4
Aruna Shah,CSE4094,CSE,4
Sneha Verma,CSE4095,CSE,4
Sahil Chopra,CSE4096,CSE,4
Bharat Shah,CSE4097,CSE,4
Gopal Sharma,CSE4098,CSE,4
Wasim Rao,CSE4099,CSE,4
Samar Iyengar,CSE4100,CSE,4
Pooja Dutta,ECE4001,ECE,4
Aditi Mishra,ECE4002,ECE,4
Zubin Nair,ECE4003,ECE,4
Gopal Dutta,ECE4004,ECE,4
Tejas Lohia,ECE4005,ECE,4
Shaurya Verma,ECE4006,ECE,4
Yug Qadir,ECE4007,ECE,4
Neel Srivastava,ECE4008,ECE,4
Dhruv Menon,ECE4009,ECE,4
Latha Ghosh,ECE4010,ECE,4
Chaitra Joshi,ECE4011,ECE,4
Rohan Gandhi,ECE4012,ECE,4
Tejas Chakraborty,ECE4013,ECE,4
Ishan Singh,ECE4014,ECE,4
Om Patel,ECE4015,ECE,4
Charan Nair,ECE4016,ECE,4
Advait Sen,ECE4017,ECE,4
Zara Kashyap,ECE4018,ECE,4
Zoya Desai,ECE4019,ECE,4
Lakshya Qureshi,ECE4020,ECE,4
Kunal Bose,ECE4021,ECE,4
Ira Nambiar,ECE4022,ECE,4
Latha Xavier,ECE4023,ECE,4
Qadir Bose,ECE4024,ECE,4
Gautam Zhao,ECE4025,ECE,4
Ishaan Patel,ECE4026,ECE,4
Ayaan Sridhar,ECE4027,ECE,4
Aisha Iyengar,ECE4028,ECE,4
Wasim Kashyap,ECE4029,ECE,4
Amaya Wagh,ECE4030,ECE,4
Nandini Saxena,ECE4031,ECE,4
Samira Qadir,ECE4032,ECE,4
Nisha Chandra,ECE4033,ECE,4
Veda Iyer,ECE4034,ECE,4
Gautam Kapoor,ECE4035,ECE,4
Pranav Ghosh,ECE4036,ECE,4
Riya Shetty,ECE4037,ECE,4
Bhavin Trivedi,ECE4038,ECE,4
Jai Chopra,ECE4039,ECE,4
Anika Desai,ECE4040,ECE,4
Bhavya Xavier,ECE4041,ECE,4
Rahul Zaveri,ECE4042,ECE,4
Pooja Joshi,ECE4043,ECE,4
Latha Rastogi,ECE4044,ECE,4
Ishan Sharma,ECE4045,ECE,4
Bhavya Uttam,ECE4046,ECE,4
Farhan Basu,ECE4047,ECE,4
Kavya Chakraborty,ECE4048,ECE,4
Neel Malhotra,ECE4049,ECE,4
Bhavin Sharma,ECE4050,ECE,4
Ojas Eapen,ECE4051,ECE,4
Pavan Patel,ECE4052,ECE,4
Samar Ojha,ECE4053,ECE,4
Saanvi Gupta,ECE4054,ECE,4
Harsha Hegde,ECE4055,ECE,4
Tejas Devaraj,ECE4056,ECE,4
Qadir Hegde,ECE4057,ECE,4
Latha Upadhyay,ECE4058,ECE,4
Nandini Kulkarni,ECE4059,ECE,4
Ira Devaraj,ECE4060,ECE,4
Anish Acharya,ECE4061,ECE,4
Zara Devaraj,ECE4062,ECE,4
Samar Mishra,ECE4063,ECE,4
Varun Chakraborty,ECE4064,ECE,4
Aruna Joshi,ECE4065,ECE,4
Shreya Iyengar,ECE4066,ECE,4
Ishan Menon,ECE4067,ECE,4
Ishan Bose,ECE4068,ECE,4
Neel Mahajan,ECE4069,ECE,4
Aarav Lal,ECE4070,ECE,4
Ishan Malhotra,ECE4071,ECE,4
Diya Gandhi,ECE4072,ECE,4
Anish Joshi,ECE4073,ECE,4
Naina Karnik,ECE4074,ECE,4
Esha Jain,ECE4075,ECE,4
Irfan Qureshi,ECE4076,ECE,4
Harsha Nair,ECE4077,ECE,4
Gauri Nair,ECE4078,ECE,4
Wasim Mehta,ECE4079,ECE,4
Latha Kulkarni,ECE4080,ECE,4
Veda Patel,ECE4081,ECE,4
Farhan Fernandes,ECE4082,ECE,4
Janaki Nambiar,ECE4083,ECE,4
Avni Chopra,ECE4084,ECE,4
Sahil Patel,ECE4085,ECE,4
Vani Pillai,ECE4086,ECE,4
Charan Pandey,ECE4087,ECE,4
Kunal Kulkarni,ECE4088,ECE,4
Zeenat Ghosh,ECE4089,ECE,4
Kavya Bose,ECE4090,ECE,4
Aisha Pandey,ECE4091,ECE,4
Divya Kapoor,ECE4092,ECE,4
Ira Dutta,ECE4093,ECE,4
Manav Shetty,ECE4094,ECE,4
Dev Srivastava,ECE4095,ECE,4
Rohan Dutta,ECE4096,ECE,4
Kiara Desai,ECE4097,ECE,4
Nikhil Naidu,ECE4098,ECE,4
Vani Chopra,ECE4099,ECE,4
Usha Jain,ECE4100,ECE,4
Pranav Patel,CSM4001,CSM,4
Advait Nambiar,CSM4002,CSM,4
Ayaan Nambiar,CSM4003,CSM,4
Riya Desai,CSM4004,CSM,4
Naina Reddy,CSM4005,CSM,4
Aarav Malhotra,CSM4006,CSM,4
Yamini Gandhi,CSM4007,CSM,4
Manav Jain,CSM4008,CSM,4
Yash Ghosh,CSM4009,CSM,4
Yamini Bhatt,CSM4010,CSM,4
Bhavin Sen,CSM4011,CSM,4
Mehul Shah,CSM4012,CSM,4
Pooja Chopra,CSM4013,CSM,4
Rohan Gupta,CSM4014,CSM,4
Gopal Desai,CSM4015,CSM,4
Shreya Acharya,CSM4016,CSM,4
Arjun Ojha,CSM4017,CSM,4
Mehul Mehta,CSM4018,CSM,4
Samira Saxena,CSM4019,CSM,4
Gopal Xavier,CSM4020,CSM,4
Veda Yadav,CSM4021,CSM,4
Saanvi Lohia,CSM4022,CSM,4
Usha Acharya,CSM4023,CSM,4
Yug Zhao,CSM4024,CSM,4
Prithvi Lal,CSM4025,CSM,4
Veda Hiremath,CSM4026,CSM,4
Gauri Upadhyay,CSM4027,CSM,4
Irfan Srivastava,CSM4028,CSM,4
Harsha Chandra,CSM4029,CSM,4
Ishan Acharya,CSM4030,CSM,4
Tejas Wagh,CSM4031,CSM,4
Samar Kapoor,CSM4032,CSM,4
Ira Reddy,CSM4033,CSM,4
Rudra Fernandes,CSM4034,CSM,4
Farah Gupta,CSM4035,CSM,4
Riya Qureshi,CSM4036,CSM,4
Tushar Fernandes,CSM4037,CSM,4
Veda Nambiar,CSM4038,CSM,4
Komal Sridhar,CSM4039,CSM,4
Shaurya Yadav,CSM4040,CSM,4
Anish Shetty,CSM4041,CSM,4
Gautam Lohia,CSM4042,CSM,4
Naina Kashyap,CSM4043,CSM,4
Tushar Qadir,CSM4044,CSM,4
Esha Wagh,CSM4045,CSM,4
Zoya Pillai,CSM4046,CSM,4
Ananya Kulkarni,CSM4047,CSM,4
Uday Qadir,CSM4048,CSM,4
Kunal Venkatesh,CSM4049,CSM,4
Deepak Gupta,CSM4050,CSM,4
Chaitra Dixit,CSM4051,CSM,4
Zubin Hiremath,CSM4052,CSM,4
Samar Eapen,CSM4053,CSM,4
Komal Rastogi,CSM4054,CSM,4
Saanvi Chakraborty,CSM4055,CSM,4
Esha Basu,CSM4056,CSM,4
Prithvi Saxena,CSM4057,CSM,4
Lakshya Acharya,CSM4058,CSM,4
Deepak Agarwal,CSM4059,CSM,4
Ishan Desai,CSM4060,CSM,4
Tejas Shetty,CSM4061,CSM,4
Bhavya Gandhi,CSM4062,CSM,4
Anika Fernandes,CSM4063,CSM,4
Mohan Lohia,CSM4064,CSM,4
Chaitra Dutta,CSM4065,CSM,4
Ananya Ghosh,CSM4066,CSM,4
Aditi Chopra,CSM4067,CSM,4
Gautam Pandey,CSM4068,CSM,4
Rakesh Menon,CSM4069,CSM,4
Sanya Thakur,CSM4070,CSM,4
Tara Sinha,CSM4071,CSM,4
Mehul Mishra,CSM4072,CSM,4
Vineet Pandey,CSM4073,CSM,4
Shreya Yadav,CSM4074,CSM,4
Rudra Hegde,CSM4075,CSM,4
Naina Sen,CSM4076,CSM,4
Komal Dutta,CSM4077,CSM,4
Zubin Sen,CSM4078,CSM,4
Jai Shetty,CSM4079,CSM,4
Mohan Agarwal,CSM4080,CSM,4
Akash Nambiar,CSM4081,CSM,4
Avni Chakraborty,CSM4082,CSM,4
Shreya Basu,CSM4083,CSM,4
Qadir Xavier,CSM4084,CSM,4
Rudra Venkatesh,CSM4085,CSM,4
Veda Chakraborty,CSM4086,CSM,4
Tara Bose,CSM4087,CSM,4
Vikram Srivastava,CSM4088,CSM,4
Gopal Shetty,CSM4089,CSM,4
Zeenat Karnik,CSM4090,CSM,4
Kiara Jain,CSM4091,CSM,4
Farhan Shah,CSM4092,CSM,4
Naveen Varghese,CSM4093,CSM,4
Neel Pandey,CSM4094,CSM,4
Dev Naidu,CSM4095,CSM,4
Rakesh Ghosh,CSM4096,CSM,4
Yash Dutta,CSM4097,CSM,4
Bhavya Nair,CSM4098,CSM,4
Pranav Pillai,CSM4099,CSM,4
Ishan Pandey,CSM4100,CSM,4
Pooja Hiremath,EEE4001,EEE,4
Sahil Gandhi,EEE4002,EEE,4
Latha Gupta,EEE4003,EEE,4
Divya Singh,EEE4004,EEE,4
Aisha Kulkarni,EEE4005,EEE,4
Mohan Shah,EEE4006,EEE,4
Bharat Sridhar,EEE4007,EEE,4
Latha Singh,EEE4008,EEE,4
Saanvi Gandhi,EEE4009,EEE,4
Dev Qureshi,EEE4010,EEE,4
Tanvi Xavier,EEE4011,EEE,4
Esha Kashyap,EEE4012,EEE,4
Tejas Zaveri,EEE4013,EEE,4
Ishaan Wagh,EEE4014,EEE,4
Dev Hiremath,EEE4015,EEE,4
Om Kapoor,EEE4016,EEE,4
Vani Joshi,EEE4017,EEE,4
Divya Uttam,EEE4018,EEE,4
Vineet Ghosh,EEE4019,EEE,4
Sanya Uttam,EEE4020,EEE,4
Ishaan Acharya,EEE4021,EEE,4
Mohan Zhao,EEE4022,EEE,4
Meera Karnik,EEE4023,EEE,4
Aarav Mishra,EEE4024,EEE,4
Zoya Srivastava,EEE4025,EEE,4
Tejas Xavier,EEE4026,EEE,4
Naveen Agarwal,EEE4027,EEE,4
Dev Wagh,EEE4028,EEE,4
Tushar Yadav,EEE4029,EEE,4
Uday Varghese,EEE4030,EEE,4
Ojas Gandhi,EEE4031,EEE,4
Amaya Reddy,EEE4032,EEE,4
Krishna Yadav,EEE4033,EEE,4
Tanvi Naidu,EEE4034,EEE,4
Om Varghese,EEE4035,EEE,4
Tushar Naidu,EEE4036,EEE,4
Pooja Verma,EEE4037,EEE,4
Ritul Khan,EEE4038,EEE,4
Rohan Thakur,EEE4039,EEE,4
Pranav Saxena,EEE4040,EEE,4
Lakshya Chopra,EEE4041,EEE,4
Tara Nambiar,EEE4042,EEE,4
Pooja Rao,EEE4043,EEE,4
Gauri Yadav,EEE4044,EEE,4
Ishaan Upadhyay,EEE4045,EEE,4
Sneha Thakur,EEE4046,EEE,4
Harsha Zhao,EEE4047,EEE,4
Nisha Hiremath,EEE4048,EEE,4
Zubin Verma,EEE4049,EEE,4
Tejas Bhatt,EEE4050,EEE,4
Gopal Venkatesh,EEE4051,EEE,4
Arjun Sinha,EEE4052,EEE,4
Ritul Sridhar,EEE4053,EEE,4
Riya Naidu,EEE4054,EEE,4
Vani Zhao,EEE4055,EEE,4
Anika Chakraborty,EEE4056,EEE,4
Farhan Venkatesh,EEE4057,EEE,4
Ananya Kashyap,EEE4058,EEE,4
Jai Varghese,EEE4059,EEE,4
Aditi Fernandes,EEE4060,EEE,4
Arnav Mehta,EEE4061,EEE,4
Sahil Saxena,EEE4062,EEE,4
Sneha Fernandes,EEE4063,EEE,4
Gautam Thakur,EEE4064,EEE,4
Tanvi Eapen,EEE4065,EEE,4
Zeenat Gupta,EEE4066,EEE,4
Mira Patel,EEE4067,EEE,4
Heena Fernandes,EEE4068,EEE,4
Prithvi Qadir,EEE4069,EEE,4
Arjun Ghosh,EEE4070,EEE,4
Pranav Yadav,EEE4071,EEE,4
Harsha Venkatesh,EEE4072,EEE,4
Charan Venkatesh,EEE4073,EEE,4
Shreya Kashyap,EEE4074,EEE,4
Tara Bhatt,EEE4075,EEE,4
Rudra Desai,EEE4076,EEE,4
Mira Khan,EEE4077,EEE,4
Advait Pandey,EEE4078,EEE,4
Krishna Zaveri,EEE4079,EEE,4
Esha Venkatesh,EEE4080,EEE,4
Shaurya Rao,EEE4081,EEE,4
Vikram Nambiar,EEE4082,EEE,4
Anika Mishra,EEE4083,EEE,4
Aditi Gandhi,EEE4084,EEE,4
Yash Varghese,EEE4085,EEE,4
Yash Chakraborty,EEE4086,EEE,4
Komal Gopalakrishnan,EEE4087,EEE,4
Ira Mishra,EEE4088,EEE,4
Nandini Nambiar,EEE4089,EEE,4
Usha Thakur,EEE4090,EEE,4
Yamini Kapoor,EEE4091,EEE,4
Harsha Dutta,EEE4092,EEE,4
Ishita Qureshi,EEE4093,EEE,4
Kunal Pandey,EEE4094,EEE,4
Jaya Mehta,EEE4095,EEE,4
Anish Yadav,EEE4096,EEE,4
Esha Kapoor,EEE4097,EEE,4
Darsh Mishra,EEE4098,EEE,4
Nisha Varghese,EEE4099,EEE,4
Om Gopalakrishnan,EEE4100,EEE,4
Zara Naidu,CIV4001,CIV,4
Aarav Chandra,CIV4002,CIV,4
Tejas Eapen,CIV4003,CIV,4
Avni Trivedi,CIV4004,CIV,4
Avni Basu,CIV4005,CIV,4
Avni Rastogi,CIV4006,CIV,4
Dhruv Kapoor,CIV4007,CIV,4
Jai Qadir,CIV4008,CIV,4
Riya Agarwal,CIV4009,CIV,4
Mohan Kulkarni,CIV4010,CIV,4
Shreya Menon,CIV4011,CIV,4
Arnav Devaraj,CIV4012,CIV,4
Divya Dutta,CIV4013,CIV,4
Qadir Kashyap,CIV4014,CIV,4
Komal Xavier,CIV4015,CIV,4
Riya Bose,CIV4016,CIV,4
Sahil Joshi,CIV4017,CIV,4
Shaurya Wagh,CIV4018,CIV,4
Neel Acharya,CIV4019,CIV,4
Vihaan Kulkarni,CIV4020,CIV,4
Pari Pillai,CIV4021,CIV,4
Pavan Chandra,CIV4022,CIV,4
Veda Devaraj,CIV4023,CIV,4
Advait Lohia,CIV4024,CIV,4
Saanvi Thakur,CIV4025,CIV,4
Bharat Naidu,CIV4026,CIV,4
Janaki Patel,CIV4027,CIV,4
Advait Hiremath,CIV4028,CIV,4
Divya Upadhyay,CIV4029,CIV,4
Dhruv Nair,CIV4030,CIV,4
Heena Qureshi,CIV4031,CIV,4
Tanvi Trivedi,CIV4032,CIV,4
Gautam Venkatesh,CIV4033,CIV,4
Usha Srivastava,CIV4034,CIV,4
Latha Nair,CIV4035,CIV,4
Advait Yadav,CIV4036,CIV,4
Naveen Nair,CIV4037,CIV,4
Yug Sharma,CIV4038,CIV,4
Riya Malhotra,CIV4039,CIV,4
Nisha Nambiar,CIV4040,CIV,4
Saanvi Shetty,CIV4041,CIV,4
Janaki Shah,CIV4042,CIV,4
Veda Dutta,CIV4043,CIV,4
Aruna Sinha,CIV4044,CIV,4
Yamini Rao,CIV4045,CIV,4
Farah Mishra,CIV4046,CIV,4
Aisha Zhao,CIV4047,CIV,4
Saanvi Patel,CIV4048,CIV,4
Chaitra Kulkarni,CIV4049,CIV,4
Vani Basu,CIV4050,CIV,4
Kunal Desai,CIV4051,CIV,4
Tara Iyer,CIV4052,CIV,4
Zubin Chandra,CIV4053,CIV,4
Naina Chopra,CIV4054,CIV,4
Gopal Pandey,CIV4055,CIV,4
Deepak Mishra,CIV4056,CIV,4
Naveen Gopalakrishnan,CIV4057,CIV,4
Komal Kulkarni,CIV4058,CIV,4
Aarav Joshi,CIV4059,CIV,4
Anish Varghese,CIV4060,CIV,4
Naina Kulkarni,CIV4061,CIV,4
Sahil Fernandes,CIV4062,CIV,4
Nandini Xavier,CIV4063,CIV,4
Meera Zhao,CIV4064,CIV,4
Nisha Gopalakrishnan,CIV4065,CIV,4
Darsh Karnik,CIV4066,CIV,4
Rahul Chakraborty,CIV4067,CIV,4
Rahul Shah,CIV4068,CIV,4
Jai Bhatt,CIV4069,CIV,4
Ishaan Qureshi,CIV4070,CIV,4
Neel Shetty,CIV4071,CIV,4
Akash Wagh,CIV4072,CIV,4
Deepak Kapoor,CIV4073,CIV,4
Sahil Acharya,CIV4074,CIV,4
Nikhil Wagh,CIV4075,CIV,4
Yash Kulkarni,CIV4076,CIV,4
Usha Lohia,CIV4077,CIV,4
Pranav Mehta,CIV4078,CIV,4
Ishaan Chopra,CIV4079,CIV,4
Yug Desai,CIV4080,CIV,4
Dhruv Trivedi,CIV4081,CIV,4
Divya Hiremath,CIV4082,CIV,4
Manav Verma,CIV4083,CIV,4
Aisha Patel,CIV4084,CIV,4
Om Kulkarni,CIV4085,CIV,4
Tara Shetty,CIV4086,CIV,4
Meera Wagh,CIV4087,CIV,4
Aditi Agarwal,CIV4088,CIV,4
Sneha Dutta,CIV4089,CIV,4
Pranav Zaveri,CIV4090,CIV,4
Anish Mahajan,CIV4091,CIV,4
Krishna Gandhi,CIV4092,CIV,4
Anish Khan,CIV4093,CIV,4
Zubin Rao,CIV4094,CIV,4
Zara Desai,CIV4095,CIV,4
Vineet Devaraj,CIV4096,CIV,4
Ananya Singh,CIV4097,CIV,4
Shaurya Zaveri,CIV4098,CIV,4
Ojas Shah,CIV4099,CIV,4
Pooja Xavier,CIV4100,CIV,4
Jaya Shetty,MECH4001,MECH,4
Mira Wagh,MECH4002,MECH,4
Janaki Srivastava,MECH4003,MECH,4
Meera Qadir,MECH4004,MECH,4
Karan Kapoor,MECH4005,MECH,4
Irfan Dixit,MECH4006,MECH,4
Ayaan Gandhi,MECH4007,MECH,4
Aruna Basu,MECH4008,MECH,4
Komal Fernandes,MECH4009,MECH,4
Pooja Karnik,MECH4010,MECH,4
Pranav Uttam,MECH4011,MECH,4
Ishan Hegde,MECH4012,MECH,4
Ananya Menon,MECH4013,MECH,4
Vihaan Malhotra,MECH4014,MECH,4
Prithvi Gopalakrishnan,MECH4015,MECH,4
Pooja Naidu,MECH4016,MECH,4
Zara Mishra,MECH4017,MECH,4
Isha Sen,MECH4018,MECH,4
Zeenat Zhao,MECH4019,MECH,4
Usha Iyer,MECH4020,MECH,4
Darsh Chandra,MECH4021,MECH,4
Tanvi Yadav,MECH4022,MECH,4
Vihaan Sridhar,MECH4023,MECH,4
Nandini Gupta,MECH4024,MECH,4
Qadir Uttam,MECH4025,MECH,4
Vineet Sen,MECH4026,MECH,4
Tejas Nair,MECH4027,MECH,4
Pari Naidu,MECH4028,MECH,4
Kavya Hiremath,MECH4029,MECH,4
Dev Iyengar,MECH4030,MECH,4
Arjun Shetty,MECH4031,MECH,4
Mohan Mahajan,MECH4032,MECH,4
Tejas Pillai,MECH4033,MECH,4
Shaurya Nair,MECH4034,MECH,4
Arnav Basu,MECH4035,MECH,4
Kavya Trivedi,MECH4036,MECH,4
Avni Reddy,MECH4037,MECH,4
Kunal Uttam,MECH4038,MECH,4
Diya Patel,MECH4039,MECH,4
Ojas Rastogi,MECH4040,MECH,4
Aisha Fernandes,MECH4041,MECH,4
Qadir Sen,MECH4042,MECH,4
Pavan Kapoor,MECH4043,MECH,4
Manav Rao,MECH4044,MECH,4
Darsh Malhotra,MECH4045,MECH,4
Zeenat Dixit,MECH4046,MECH,4
Arnav Ghosh,MECH4047,MECH,4
Chaitra Mahajan,MECH4048,MECH,4
Pooja Lal,MECH4049,MECH,4
Jai Eapen,MECH4050,MECH,4
Yamini Reddy,MECH4051,MECH,4
Kiara Mahajan,MECH4052,MECH,4
Harsha Mehta,MECH4053,MECH,4
Mohan Chakraborty,MECH4054,MECH,4
Chaitra Gopalakrishnan,MECH4055,MECH,4
